거래일자,거래시간대,출금금융회사일련번호,출금계좌일련번호,입금금융회사일련번호,입금계좌일련번호,거래금액,매체구분,자금구분,y
204,6,8,144,5,217,111784.328125,3,0,0
131,4,8,144,5,216,86695.328125,3,0,0
220,2,5,126,13,197,1033337.3125,0,0,0
58,0,4,42,25,97,2051523.875,3,0,0
15,0,4,84,26,142,1982000.625,3,0,0
129,6,8,193,10,72,1079859.875,3,0,0
240,6,9,210,28,284,3007290.75,1,0,0
158,2,11,259,29,31,10077484.0,1,0,0
123,1,11,239,14,314,10084091.0,1,0,0
231,7,3,18,13,65,1940806.375,1,0,0
208,2,8,198,12,269,8011364.5,3,0,0
110,7,11,234,16,308,3103828.5,1,0,0
64,1,11,244,12,300,7936848.5,1,0,0
155,2,11,258,29,31,8975273.0,1,0,0
38,2,4,68,21,1,30066870.0,3,0,0
109,0,8,205,28,279,3002935.75,3,0,0
128,4,1,5,26,12,131710.828125,3,0,0
104,3,3,13,11,23,3071677.75,3,0,0
82,0,4,42,26,95,2018225.625,3,0,0
61,2,4,77,24,136,729068.8125,3,0,0
47,2,5,126,24,164,15108.3271484375,0,0,0
254,1,8,143,25,216,3962286.75,3,0,0
171,2,11,253,16,328,1983757.875,1,0,0
158,1,3,14,29,49,2954267.75,3,0,0
213,3,8,155,25,231,1979021.125,3,0,0
125,7,11,258,29,332,4944091.0,1,0,0
60,5,11,244,12,301,7978277.0,1,0,0
103,7,11,259,12,334,8986431.0,1,0,0
102,7,11,241,12,316,4062872.5,1,0,0
207,2,3,13,10,45,397703.3125,3,0,0
58,2,11,244,12,301,7911532.5,1,0,0
228,7,3,14,9,52,1994850.625,3,0,0
180,2,8,175,29,250,2020244.625,3,0,0
6,7,4,104,18,165,4859607.0,3,0,0
150,1,8,160,13,236,2084751.625,3,0,0
136,1,11,258,13,340,4024524.5,1,0,0
238,1,4,118,12,188,488386.8125,3,0,0
89,2,2,10,25,17,403529.3125,5,0,0
63,2,2,10,25,17,-21090.673828125,5,0,0
204,7,8,132,28,205,676574.3125,3,0,0
71,6,4,42,26,95,2938587.75,3,0,0
129,7,5,126,13,197,2017927.375,0,0,0
98,6,8,144,5,218,93154.328125,3,0,0
88,6,4,25,28,78,19922692.0,3,0,0
137,2,3,14,15,47,3092330.5,3,0,0
39,0,8,189,15,264,1941595.875,3,0,0
152,2,5,126,13,197,10352.8271484375,0,0,0
243,4,3,18,13,66,4002167.25,1,0,0
247,7,8,201,25,274,3020391.0,3,0,0
80,3,4,40,10,94,2051383.875,3,0,0
40,7,4,27,20,82,515368.3125,3,0,0
95,3,1,3,15,7,35025.328125,3,0,0
66,3,4,110,28,177,6951457.0,1,0,0
232,1,1,5,26,11,45908.328125,3,0,0
75,4,4,119,9,189,9935831.0,3,0,0
186,2,11,235,14,308,1024623.8125,1,0,0
29,7,8,202,26,276,301989.3125,3,0,0
183,3,3,13,17,51,1112732.875,3,0,0
